title,average_rating,total_reviews,bayesian_score
"Doctor's Best 건강한 뼈, 치아, 심장 및 면역 지원을 위한 비타민 D3 5,000 IU, GMO 프리, 글루텐 프리, 콩 프리, 360개 (1팩)",4.8,25312.0,4.798819455375414
"NOW 보충제, 비타민 C-1,000, 바이오플라보노이드 100mg, 항산화 보호*, 식물성 캡슐 250개",4.8,10255.0,4.797102848865282
"NOW 보충제, 비타민 C-1,000, 바이오플라보노이드 100mg, 항산화 보호*, 식물성 캡슐 500개",4.8,10054.0,4.797045499310617
"THORNE 비타민 D-5000 - 비타민 D3 보충제 - 건강한 뼈, 치아, 근육, 심혈관 및 면역 기능 지원* - NSF 스포츠 인증 - 유제품 프리, 콩 프리 - 60캡슐",4.8,8221.0,4.7963946641028725
"Pure Encapsulations 비타민 D3 125mcg (5,000 IU) - 뼈, 관절, 가슴, 심장, 결장 및 면역 건강을 지원하는 보충제 - 비타민 D 함유 - 120 캡슐",4.8,7203.0,4.79589209913734
"THORNE 비타민 D3 보충제 - 건강한 뼈, 치아 근육, 심혈관 및 면역 기능 지원* - 글루텐, 유제품 및 콩 프리 - 1,000 IU - 90 캡슐",4.8,5525.0,4.794666666666666
"NOW Foods 아연 피콜리네이트 50mg, 120캡슐 (2팩)",4.8,5199.0,4.794338554444234
"THORNE 비타민 C - 오렌지의 비타민 C와 시트러스 바이오플라보노이드 혼합 - 면역 체계, 세포 에너지 생성, 콜라겐 생산 및 건강한 조직 지원* - 글루텐 프리 - 90캡슐",4.8,2400.0,4.787999999999999
"아연 피콜리네이트 50mg, 300캡슐 (면역 지원) GMO 프리, 글루텐 프리 (300일 분량) Double Wood Supplements",4.8,1570.0,4.782035928143712
"Dr. Mercola 비타민 D3 및 K2 식이 보충제, 90회 분량 (90캡슐), 심장 건강 지원, 면역 지원, GMO 프리, 콩 프리, 글루텐 프리",4.8,1565.0,4.781981981981982
"Nature Made 글루콘산 칼륨 550mg, 100정 (5팩)",4.8,664.0,4.760732984293194
쏜리서치 - 아연 비글리시네이트 30mg - 60캡슐,4.8,621.0,4.758391123439666
Metabolic Maintenance L-메틸엽산 5mg - 글루텐 프리 및 유제품 프리 엽산 보충제 - 인지 건강을 위한 뇌 보충제 - 매일 사용할 수 있는 메틸화 엽산(90캡슐),4.8,391.0,4.738900203665988
Vimergy 5-MTHF 캡슐 - 60회 분량 (1캡슐/1회분) 8500mcg L-메틸엽산 글루코사민 및 500mcg 비타민 B12 보충제 - 생체 이용 가능한 엽산 보충제 여성 및 남성용 비건 5mthf (60개),4.8,369.0,4.736034115138592
"NOW 보충제, 루테인 20mg 및 루테인 에스터의 무료 루테인 20mg, 채식 캡슐 90개",4.8,355.0,4.734065934065934
"Nature Made 철 65mg (황산철 325mg) 정제, 적혈구 지원을 위한 식이 보충제, 180정, 180일 분량",4.7,47528.0,4.699580078945158
"Nature's Bounty 철 65mg, 325mg 황산철, 세포 에너지 지원, 정상 적혈구 생성 촉진, 100정",4.7,31310.0,4.699363260108246
"ForestLeaf 비타민 D3 50,000 IU 주간 보충제 - 뼈, 치아 및 면역 지원을 위한 120 식물성 비타민 D-3 캡슐",4.7,21010.0,4.6990525817148265
"NOW 보충제, 구연산 칼륨 99mg, 전해질 균형 및 일반 pH 지원, 필수 미네랄, 180 식물성 캡슐",4.7,20189.0,4.699014244171718
"NOW 보충제, 구연산 마그네슘, 효소 기능*, 신경계 지원*, 식물성 캡슐 120개",4.7,18984.0,4.698952001676798
"천연 리포솜 비타민 C - 200 캡슐, 면역 시스템 및 콜라겐 부스터, 높은 흡수 지방 가용성 VIT C, 버퍼드, 노화 방지 피부 비타민, 항염증제, 해바라기 레시틴",4.7,17672.0,4.698874634256134
"NOW Supplements 마그네슘 400mg, 효소 기능, 신경계 지원, 180 캡슐",4.7,13428.0,4.698521584861028
"Garden of Life 카인드 오가닉 여성용 원스 데일리 멀티 태블릿 , 658010117760, 1, 1",4.7,12065.0,4.698355939169749
NOW Foods - 아연 50 mg.,4.7,10839.0,4.698171679312551
"Nature's Bounty 비타민 B12, 빠른 용해 비타민 보충제, 에너지 신진 대사 및 신경계 건강 지원, 5000mcg, 40정 (2팩)",4.7,10569.0,4.698125410066548
THORNE 아연 피콜리네이트 30mg - 성장 및 면역 기능을 위한 잘 흡수된 아연 보충제* - 180 캡슐,4.7,9932.0,4.698006379585328
"Citracal Maximum Plus, 650mg 구연산칼슘, 쉽게 흡수되고 25mcg (1000 IU) 비타민 D3로 고용성, 뼈 건강 지원, 12세 이상 칼슘 보충제, 180개",4.7,9340.0,4.6978813559322035
"NOW 보충제, 비타민 B-1 100mg, 에너지 생산*, 신경계 건강*, 100정",4.7,8466.0,4.69766518795237
"Feosol 오리지널 철분 보충제 정제, 비헴, 철분 알약 당 325mg 황산철(원소 철분 65mg), 하루 1개, 120개, 4개월 분량, 에너지 및 면역 체계 지원, 미국 제조",4.7,8168.0,4.697581035316884
"NOW 보충제, 아연 피콜리네이트 50mg, 효소 기능 지원*, 면역 지원*, 120 식물성 캡슐",4.7,7494.0,4.697366341848829
"Life Extension 아연 캡, 아연 50mg, 구연산 아연, 신체의 면역 방어 지원, 흡수성, 채식주의자, GMO 프리, 글루텐 프리, 채식주의자 캡슐 90개, 90개(1팩)",4.7,7280.0,4.697289972899729
"Nature Made Maximum Strength 비오틴 5000mcg, 식이 보충제는 건강한 모발, 피부 및 손톱을 지원하는 데 도움이 될 수 있습니다. 소프트젤 120정",4.7,7233.0,4.697272603300151
"Citracal Petites, 400mg 구연산칼슘, 쉽게 흡수되고 잘 용해됨, 12.5mcg (500 IU) 비타민 D3, 12세 이상 뼈 건강 지원, 작고 쉽게 삼키기 쉬운 캡슐, 375개",4.7,6950.0,4.697163120567376
"NOW 보충제, L-라이신(L-라이신 모노하이드로클로라이드) 500mg, 아미노산, 식물성 캡슐 100개",4.7,6850.0,4.697122302158273
"NOW 보충제, 비오틴 10mg(10,000mcg), 추가 활력, 에너지 생산*, 120개 식물성 캡슐",4.7,6803.0,4.697102708967116
Bariatric Advantage 구연산 칼슘 츄이 바이트 500mg - 비만 수술 환자용 - 비타민 D3 - 무설탕 츄어블 칼슘 보충제 - 비만 츄잉 - 다양한 과일 - 90개,4.7,6385.0,4.696915959907479
Puritan's Pride 비타민 B-12 1000Mcg 시간 방출 캡슐 | 에너지 신진 대사 지원을 위한 식이 보충제 | 시간 방출 | 세포 에너지 지원 - 250개,4.7,6354.0,4.696901146575767
"Doctor's Best 천연 비타민 K2 Mk-7, MenaQ7 함유, 60정",4.7,6091.0,4.696769504118882
"NOW Foods 보충제, 메틸 엽산 1,000mcg, 대사 활성 엽산*, 코엔자임 B 비타민, 90정",4.7,5627.0,4.696507770211279
